StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
1062;166;David;Petersson;;1939-5-10;Boo;STO;Sweden;;;0
1063;166;Vilis;Roze;;1948-9-7;Riga;RIG;Latvia;;;0
1064;166;Aleksandr;Nikitin;;1940-11-4;Jurmala;JUR;Latvia;;;0
1065;167;Walter;Brunner;;1939-9-30;Brindisi;APU;Italy;;;0
1066;167;Giuseppe;Giordani;;1939-5-29;Colle di Val d'Elsa;TUS;Italy;;;0
1067;167;Bill;Mills;;1939-4-8;Oak Ridge;NJ;The United States;;;0
1068;167;Pontus;Jakobsson;;1948-3-19;Malmö;SKå;Sweden;;;0
1069;167;Lukas;Dahl;;1939-8-5;Västerås;VäS;Sweden;;;0
1070;167;Jacob;Nordmark;;1939-3-1;Västerås;VäS;Sweden;;;0
1071;167;Rob;Tuthill;;1947-4-24;Avondale;AZ;The United States;;;0
1072;167;Jerkko;Kääriäinen;;1939-1-19;Uppsala;UPP;Sweden;;;0
1073;167;Christoffer;Schedin;;1941-7-29;Stockholm;STO;Sweden;;;0
1074;167;Kristian;Geisler;;1939-10-25;Kinna;VäS;Sweden;;;0
1075;167;Johannes;Gunnarsson;;1943-2-13;Jönköping;JöN;Sweden;;;0
1076;167;Simone;Violi;;1939-3-2;Altamura;APU;Italy;;;0
1077;167;Giordano;Comini;;1943-8-13;Calenzano;TUS;Italy;;;0
1078;167;Albin;Olsson;;1939-8-4;Järfälla;STO;Sweden;;;0
1079;168;Herman;Seland;;1939-8-24;Kopervik;ROG;Norway;;;0
1080;168;Colin;Warkentin;;1948-2-19;Richmond;BC;Canada;;;0
1081;168;Theodor;Ask;;1943-10-13;Kristianstad;SKå;Sweden;;;0
1082;168;David;Petersson;;1948-1-6;Karlshamn;BLE;Sweden;;;0
1083;168;Johan;Andersson;;1939-1-19;Kungsängen;STO;Sweden;;;0
1084;168;Frank;Garner;;1944-5-21;San Jose;CA;The United States;;;0
1085;168;Markus;Ahlén;;1939-11-20;Sollentuna;STO;Sweden;;;0
1086;168;Ingemar;Lövgren;;1943-9-29;Örebro;ÖRE;Sweden;;;0
1087;168;Tor;Haugen;;1941-9-4;Drammen;BUS;Norway;;;0
1088;168;Mika;Koskela;;1939-8-5;Enköping;UPP;Sweden;;;0
1089;168;André;Gummesson;;1939-9-22;Stockholm;STO;Sweden;;;0
1090;168;Hampus;Wikman;;1939-5-19;Upplands-Väsby;STO;Sweden;;;0
1091;168;Peder;Pedersen;;1939-4-13;Nes (Akershus);AKE;Norway;;;0
1092;169;Josef;Källman;;1939-7-16;Stockholm;STO;Japan;;;0
1093;169;Mitsukuni;Kiyomizu;;1941-11-24;Kariya;AIC;Japan;;;0
1094;169;Alexander;Lundell;;1940-12-19;Danderyd;STO;Sweden;;;0
1095;169;Jonatan;Nilsson;;1939-6-6;Partille;VäS;Sweden;;;0
1096;169;Marcus;Johansson;;1939-7-12;Göteborg;VäS;Sweden;;;0
1097;169;Gabriel;Claesson;;1946-3-1;Luleå;NOR;Sweden;;;0
1098;169;Pontus;Skoglund;;1946-7-5;Visby;GOT;Sweden;;;0
1099;169;Genadz;Zubovich;;1942-6-15;Novopolotsk;VIT;Belarus;;;0
1100;169;Morgan;Hellberg;;1939-7-17;Linköping;ÖST;Sweden;;;0
1101;169;Katsuyoshi;Takamatsu;;1939-2-22;Niigata;NII;Japan;;;0
1102;169;Sachi;Yamamoto;;1946-10-13;Komaki;AIC;Japan;;;0
1103;169;Liam;Østrem;;1939-8-16;Åre;JäM;Sweden;;;0
1104;169;Takuma;Sugahara;;1939-9-19;Hiratsuka;KAN;Japan;;;0
1105;170;Péter;Varga;;1939-6-5;Tapizszele;PES;Hungary;;;0
1106;170;Arvid;Larsson;;1940-11-8;Eskilstuna;SöD;Hungary;;;0
1107;170;Roger;Hjert;;1939-4-10;Stockholm;STO;Sweden;;;0
1108;170;Tobias;Normann;;1941-3-20;Oxelösund;SöD;Sweden;;;0
1109;170;William;Graham;;1939-7-15;White Plains;NY;The United States;;;0
1110;170;Pontus;Nilsson;;1948-5-12;Göteborg;VäS;Sweden;;;0
1111;170;William;Svensson;;1939-8-26;Timrå;VäS;Sweden;;;0
1112;170;Daniel;Sundström;;1939-6-20;Kalmar;KAL;Sweden;;;0
1113;170;Daniel;Larsson;;1939-5-29;Norrtälje;STO;Sweden;;;0
1114;170;Ingemar;Lundkvist;;1939-2-3;Stockholm;STO;Sweden;;;0
1115;170;Inge;Månsson;;1939-7-24;Gävle;GäV;Sweden;;;0
1116;170;Dávid;Vellai;;1939-3-19;Miskolc;BOR;Hungary;;;0
1117;170;Alexander;Nystedt;;1946-7-29;Lindesberg;ÖRE;Sweden;;;0
1118;170;Bence;Filkor;;1939-6-12;Lajoskomarom;FEJ;Hungary;;;0
1119;171;Anton;Friberg;;1939-1-29;Umeå;VäS;Poland;;;0
1120;171;Sander;Strømnes;;1939-3-17;Gislaved;JöN;Sweden;;;0
1121;171;Albin;Björk;;1939-12-4;Kungsbacka;VäS;Sweden;;;0
1122;171;Göran;Mårtensson;;1942-2-4;Strömstad;VäS;Sweden;;;0
1123;171;Evan;Joyes;;1939-11-19;Montebello;CA;The United States;;;0
1124;171;Axel;Rosén;;1939-6-21;Växjö;KRO;Sweden;;;0
1125;171;Joel;Malmström;;1939-1-4;Luleå;NOR;Sweden;;;0
1126;171;Ludvik;Axelsson;;1939-4-13;Sandviken;GäV;Sweden;;;0
1127;171;Carl;Stern;;1946-2-19;Göteborg;VäS;Sweden;;;0
1128;171;Jalu;Suszek;;1939-12-1;Boguszzw-Gorce;DOL;Poland;;;0
1129;171;David;Gustavsson;;1947-12-11;Stockholm;STO;Sweden;;;0
1130;171;Czieslaw;Poplawski;;1939-1-20;Rzeszzw;POD;Poland;;;0
1131;171;Marcinek;Kotula;;1948-7-12;Warsaw;MAZ;Poland;;;0
1132;171;Basz;Winnik;;1944-10-25;Gniezno;WIE;Poland;;;0
1133;172;Emil;Bergström;;1939-4-7;Trelleborg;SKå;Romania;;;0
1134;172;Mikael;Kjellin;;1939-7-25;Bålsta;UPP;Romania;;;0
1135;172;Mike;Grigg;;1940-3-20;North Braddock;PA;The United States;;;0
1136;172;Terry;Mattox;;1948-10-10;Lufkin;TX;The United States;;;0
1137;172;Max;Andersson;;1939-4-8;Göteborg;VäS;Sweden;;;0
1138;172;Johan;Lundin;;1939-11-21;Malmö;SKå;Sweden;;;0
1139;172;Matt;Davison;;1939-8-20;Elmira;ON;Canada;;;0
1140;172;Lukas;Wallmark;;1940-9-5;Göteborg;VäS;Sweden;;;0
1141;172;Pontus;Persson;;1939-7-12;Uppsala;UPP;Sweden;;;0
1142;172;Tobias;Olsson;;1939-4-26;Borås;VäS;Sweden;;;0
1143;172;Andrei;Lazar;;1942-7-24;Lugoj;TIM;Romania;;;0
1144;172;Bogdan;Popescu;;1940-5-31;Râmnicu Vâlcea;VâL;Romania;;;0
1145;173;Max;Fredriksson;;1939-1-24;Tierp;UPP;Lithuania;;;0
1146;173;Linas;Pleckaitis;;1939-7-12;Vilnius;VIL;Lithuania;;;0
1147;173;Axel;Rosberg;;1939-5-18;Halmstad;HAL;Sweden;;;0
1148;173;Elias;Vikström;;1939-3-29;Stockholm;STO;Sweden;;;0
1149;173;Oskar;Palm;;1939-10-10;Köping;VäS;Sweden;;;0
1150;173;Sebastian;Vallin;;1939-2-25;Avesta;DAL;Sweden;;;0
1151;173;Pablo;Salazar;;1939-7-29;Cerritos;CA;The United States;;;0
1152;173;Wayne;McGuire;;1939-10-6;Lea Hill;WA;The United States;;;0
1153;173;Curt;Mays;;1942-3-19;Leawood;KS;The United States;;;0
1154;173;Povilas;Ivanauskas;;1939-12-6;Panevezys;PAN;Lithuania;;;0
1155;173;Karl-Anton;Gidlund;;1939-3-8;Stockholm;STO;Sweden;;;0
1156;173;Ignas;Gleveckas;;1939-5-12;Jonava;KAU;Lithuania;;;0
1157;174;Vladyslav;Marchenko;;1947-10-17;Kakhovka;KHE;Ukraine;;;0
1158;174;Erik;Hansen;;1939-6-25;Lidköping;VäS;Sweden;;;0
1159;174;David;Pettersson;;1939-10-16;Täby;STO;Sweden;;;0
1160;174;Kevin;Sjöholm;;1939-5-29;Gävle;GäV;Sweden;;;0
1161;174;Richard;Grimmett;;1942-1-28;Longmont;CO;The United States;;;0
1162;174;Christoffer;Holmberg;;1939-9-7;Täby;STO;Sweden;;;0
1163;174;Wiktor;Samuelsson;;1939-6-5;Stockholm;STO;Sweden;;;0
1164;174;Gabriel;Sandgren;;1939-8-10;Stockholm;STO;Sweden;;;0
1165;174;Erland;Johansson;;1939-11-14;Lidingö;STO;Sweden;;;0
1166;174;Linus;Johnsson;;1939-11-28;Trelleborg;SKå;Sweden;;;0
1167;174;Yuriy;Shevchuk;;1939-11-13;Pavlohrad;DNI;Ukraine;;;0
1168;174;Aleksandr;Antonov;;1939-7-20;Vysokyy;KHA;Ukraine;;;0
1169;175;Pavel;Matisov;;1946-3-3;Tallinn;HAR;Estonia;;;0
1170;175;Juhan;Õispuu;;1939-2-14;Kuressaare;SAA;Estonia;;;0
1171;175;August;Blomgren;;1943-6-10;Vänersborg;VäS;Sweden;;;0
1172;175;Fredric;Österberg;;1940-9-21;Katrineholm;SöD;Sweden;;;0
1173;175;Kennet;Nilsson;;1939-5-21;Stockholm;STO;Sweden;;;0
1174;175;Jack;Lester;;1945-8-25;Fond du Lac;WI;The United States;;;0
1175;175;Hannes;Möller;;1939-2-11;Stockholm;STO;Sweden;;;0
1176;175;Valentin;Lintunen;;1939-5-20;Södertälje;STO;Sweden;;;0
1177;175;Albin;Lindgren;;1939-4-28;Östersund;JäM;Sweden;;;0
1178;175;Toomas;Luht;;1939-4-25;Pärnu;PäR;Estonia;;;0
1179;175;Stig;Johansson;;1939-5-16;Stockholm;STO;Sweden;;;0
1180;175;Mattias;Mägi;;1944-5-22;Kohtla-Järve;IDA;Estonia;;;0
1181;175;Simon;Wallman;;1939-9-18;Trollhättan;VäS;Sweden;;;0
1182;176;Jakob;Strand;;1939-3-1;Hudiksvall;GäV;The Netherlands;;;0
1183;176;Leo;Törnberg;;1948-3-3;Lund;SKå;Sweden;;;0
1184;176;Lukas;Gustavsson;;1939-2-13;Linköping;ÖST;Sweden;;;0
1185;176;Erland;Söderberg;;1939-6-27;Sundbyberg;STO;Sweden;;;0
1186;176;Jesper;Johansson;;1939-12-5;Stockholm;STO;Sweden;;;0
1187;176;Neil;Drury;;1939-8-19;Jasper;TX;The United States;;;0
1188;176;Oliver;Lind;;1947-8-27;Göteborg;VäS;Sweden;;;0
1189;176;Samuel;Gustafsson;;1939-12-7;Uppsala;UPP;Sweden;;;0
1190;176;Jacob;Palmen;;1939-11-9;Noordwijkerhout;ZUI;The Netherlands;;;0
1191;176;Richard;Jonsson;;1939-12-10;Sundsvall;VäS;Sweden;;;0
1192;176;Tygo;Kroon;;1946-7-29;Middelburg;ZEE;The Netherlands;;;0
1193;177;Niko;Mezga;;1939-11-23;Senta;VOJ;Serbia;;;0
1194;177;Kristian ;Ljungblad;;1944-5-26;Trollhättan;VäS;Serbia;;;0
1195;177;Sulejman;Behmen;;1939-12-6;Lund;SKå;Sweden;;;0
1196;177;Tord;Dahl;;1939-6-14;Leksand;DAL;Sweden;;;0
1197;177;Oskar;Olin;;1939-12-21;Vännäs;VäS;Sweden;;;0
1198;177;Ludvig;Ahl;;1947-11-9;Växjö;KRO;Sweden;;;0
1199;177;Brad;Koch;;1939-5-25;Bartlesville;OK;The United States;;;0
1200;177;Alexandre;Charpentier;;1939-12-7;Montreal;QC;Canada;;;0
1201;177;Chris;Beck;;1939-10-14;Ponte Vedra Beach;FL;The United States;;;0
1202;177;Alexander;Olsson;;1939-7-30;Uppsala;UPP;Sweden;;;0
1203;177;David;Udovicic;;1942-3-19;Brza Palanka;CEN;Serbia;;;0
1204;177;Aleksa;Topalovic;;1939-7-28;Futog;VOJ;Serbia;;;0
1205;177;Fjodor;Ajdukovic;;1947-8-2;Belgrade;CEN;Serbia;;;0
1206;177;Caslav;Pajic;;1939-11-23;Lazarevac;CEN;Serbia;;;0
1207;178;Tim;Kozelj;;1939-8-22;Kamnik;OSR;Slovenia;;;0
1208;178;Fredrik;Fröberg;;1940-11-17;Surahammar;VäS;Slovenia;;;0
1209;178;Markus;Samuelsson;;1939-4-14;Ludvika;DAL;Sweden;;;0
1210;178;David;Haider;;1939-3-26;San Antonio;TX;The United States;;;0
1211;178;Michael;Darvell;;1939-9-19;New York;NY;The United States;;;0
1212;178;Johan;Johansson;;1942-3-30;Boden;NOR;Sweden;;;0
1213;178;Daniel;Sandell;;1941-6-30;Upplands Väsby;STO;Sweden;;;0
1214;178;David;Vega;;1939-1-21;Hayward;CA;The United States;;;0
1215;178;Rasmus;Stene;;1939-5-25;Stockholm;STO;Sweden;;;0
1216;178;Alfred;Karlsson;;1939-10-30;Halmstad;HAL;Sweden;;;0
1217;179;Taylor;Kendra;;1942-9-30;Winnipeg;MB;Canada;;;0
1218;179;Lance;Stewart;;1946-11-20;Portland;OR;The United States;;;0
1219;179;Nicolas;Croteau;;1939-6-23;Montreal;QC;Canada;;;0
1220;179;Olivier;Paquette;;1939-3-1;Saint-Jean-sur-Richelieu;QC;Canada;;;0
1221;179;Giles;Koskotas;;1939-9-8;Larisa;LAR;Greece;;;0
1222;179;Terry;Jankowski;;1943-8-12;Kamloops;BC;Canada;;;0
1223;179;Allister;McLellan;;1948-10-14;Edmonton;AB;Canada;;;0
1224;179;Jeff;Nachbaur;;1939-12-20;Whitehorse;YT;Canada;;;0
1225;179;Tommaso;Avallone;;1941-12-6;Padova;VEN;Italy;;;0
1226;179;David;Davison;;1939-8-2;South Glengarry;ON;Canada;;;0
1227;179;Jeff;Nieman;;1942-1-6;Guelph;ON;Canada;;;0
1228;179;Patrick;Tynie;;1944-9-23;Vancouver;WA;The United States;;;0
1229;180;Brayden;Doggett;;1939-8-6;Brooklin;ON;Canada;;;0
1230;180;Derek;Eastwood;;1939-6-10;Ottawa;ON;Canada;;;0
1231;180;Carsten;Hughes;;1941-2-15;Pickering;ON;Canada;;;0
1232;180;Taylor;Jackman;;1943-8-20;Burlington;ON;Canada;;;0
1233;180;Dustin;Chapman;;1939-4-14;Calgary;AB;Canada;;;0
1234;180;Andrew;Taylor;;1942-1-20;Regina;SK;Canada;;;0
1235;180;John;McCoach;;1939-9-22;Lethbridge;AB;Canada;;;0
1236;180;Heinz;Hartmann;;1939-7-7;Halberstadt;SAX;Germany;;;0
1237;180;Ollie;Looney;;1947-10-10;Oxford;AL;The United States;;;0
1238;180;Brandon;Yoe;;1947-12-19;Toronto;ON;Canada;;;0
1239;180;Iván;Santana;;1939-10-5;New York;NY;The United States;;;0
1240;180;Ray;MacGruder;;1939-9-11;Hampton;IA;The United States;;;0
1241;180;Jerry;Robertson;;1942-9-6;Westfield;IN;The United States;;;0
1242;180;Buddy;Higgins;;1939-10-16;Henderson;KY;The United States;;;0
1243;181;Mathieu;Lapointe;;1939-2-28;Longueuil;QC;Canada;;;0
1244;181;Dylan;Rivet;;1939-9-5;Granby;QC;Canada;;;0
1245;181;Marcus;Pfimmer;;1939-6-7;Barrie;ON;Canada;;;0
1246;181;William;Pinizzotto;;1939-8-17;Holyrood;NL;Canada;;;0
1247;181;Noah;Kern;;1943-1-23;Villingen-Schwenningen;BAD;Germany;;;0
1248;181;Josse;Cari;;1939-12-10;Lisbon;LIS;Portugal;;;0
1249;181;Louis;Lamothe;;1939-1-8;Toronto;ON;Canada;;;0
1250;181;Cam;Sheen;;1942-5-20;Mascouche;QC;Canada;;;0
1251;181;Maxim;Archambault;;1940-12-14;Trois-Rivières;QC;Canada;;;0
1252;181;Vance;Peatfield;;1944-10-27;Gilmanton;NH;The United States;;;0
1253;181;Joey;MacCallum;;1942-2-16;Arlington;MA;The United States;;;0
1254;181;Chris;Esposito;;1943-9-19;Calgary;AB;Canada;;;0
1255;182;Luke;Cherwonak;;1939-5-12;Surrey;BC;Canada;;;0
1256;182;Quinn;Kozun;;1939-10-20;Kamloops;BC;Canada;;;0
1257;182;Anthony;Beauchesne;;1939-8-18;Montreal;QC;Canada;;;0
1258;182;Vincent;Jolicoeur;;1939-1-23;Sorel-Tracy;QC;Canada;;;0
1259;182;Mark;Rabbitt;;1948-8-23;Edmonton;AB;Canada;;;0
1260;182;Jacob;Slaughter;;1944-9-20;Souris;PE;Canada;;;0
1261;182;Nick;Girard;;1943-7-5;Montreal;QC;Canada;;;0
1262;182;William;Bolton;;1946-6-26;Mississauga;ON;Canada;;;0
1263;182;Matthew;Perron;;1941-7-29;Halifax;NS;Canada;;;0
1264;182;Samuel;Brassard;;1939-9-16;Edmonton;AB;Canada;;;0
1265;182;Mike;Dawson;;1939-2-17;Kahnawake;QC;Canada;;;0
1266;182;Michael;Butler;;1944-2-12;Brampton;ON;Canada;;;0
1267;182;Brayden;Johnson;;1948-12-30;Kamloops;BC;Canada;;;0
1268;182;Lyndon;Barlow;;1939-4-28;Calgary;AB;Canada;;;0
1269;183;Brayden;Chartier;;1939-8-14;Montreal;QC;Canada;;;0
1270;183;Ross;Martine;;1942-2-3;View Royal;BC;Canada;;;0
1271;183;Michael;Petrovic;;1939-4-7;Saanich;BC;Canada;;;0
1272;183;Urh;Ratej;;1939-8-2;Smartno pri Slovenj Gradcu;KOR;Slovenia;;;0
1273;183;Zack;Lefebvre;;1939-10-26;St. Catharines;ON;Canada;;;0
1274;183;Daniel;Clarke;;1946-1-21;London;ON;Canada;;;0
1275;183;Jens;Hoffmann;;1942-8-21;Hückelhoven;NOR;Germany;;;0
1276;183;Jimmy;Walter;;1939-4-7;Sainte-Anastasie-sur-Issole;PRO;France;;;0
1277;183;Olivier;Sabourin;;1939-4-26;Lévis;QC;Canada;;;0
1278;183;Peter;Quinn;;1939-9-11;Port Coquitlam;BC;Canada;;;0
1279;183;Tyler;Winkelaar;;1939-9-20;Caledonia;ON;Canada;;;0
1280;183;Ryan;Kanaroski;;1939-10-30;Vancouver;BC;Canada;;;0
1281;184;Jay;Manalo;;1939-11-26;Waldorf;MD;The United States;;;0
1282;184;Lance;Poole;;1939-2-22;Bristow;VA;The United States;;;0
1283;184;Willis;Holsteine;;1939-7-1;Scarsdale;NY;The United States;;;0
1284;184;Willard;Mills;;1947-6-12;Forestville;MD;The United States;;;0
1285;184;Tom;Donogan;;1946-11-4;Las Vegas;NV;The United States;;;0
1286;184;Lance;Townsley;;1939-9-17;New York;NY;The United States;;;0
1287;184;Gabriele;Muntoni;;1939-3-14;Rome;LAZ;Italy;;;0
1288;184;George;Westrum;;1939-12-24;Smyrna;TN;The United States;;;0
1289;184;Pedro;Jiménez;;1939-4-23;Sabadell;BAR;Spain;;;0
1290;184;Carson;Eason;;1939-9-10;Central Park;WA;The United States;;;0
1291;184;Steven;Suddaby;;1944-7-15;North Attleborough;MA;The United States;;;0
1292;184;Jeff;Colbert;;1939-2-27;Bartlett;TN;The United States;;;0
1293;184;Lloyd;Steele;;1948-11-9;Cincinnati;OH;The United States;;;0
1294;184;Ron;Brunt;;1939-12-6;Minooka;IL;The United States;;;0
1295;185;Tom;Logan;;1944-8-12;Cleveland;OH;The United States;;;0
1296;185;Marcos;López;;1942-7-28;Citrus;CA;The United States;;;0
1297;185;Jeremy;Roberts;;1947-11-29;Sacramento;CA;The United States;;;0
1298;185;Anton;Cherepenin;;1939-11-20;Kyiv;KYI;Ukraine;;;0
1299;185;David;Miner;;1944-2-11;Anderson;IN;The United States;;;0
1300;185;Gus;Woods;;1939-9-22;Naugatuck;CT;The United States;;;0
1301;185;Mike;Lane;;1939-2-3;Cranberry Township, Venango County;PA;The United States;;;0
1302;185;Bill;Coker;;1946-10-17;Barrington;RI;The United States;;;0
1303;185;Samuel;Bédard;;1939-6-12;Brossard;QC;Canada;;;0
1304;185;Fred;Ryan;;1939-12-20;Ramapo;NY;The United States;;;0
1305;185;Robbie;Hanson;;1948-10-24;Belmont;NC;The United States;;;0
1306;185;Paul;McComisky;;1942-2-6;Suitland-Silver Hill;MD;The United States;;;0
1307;186;Robert;Stirling;;1939-10-10;Los Angeles;CA;The United States;;;0
1308;186;Lee;Maxwell;;1939-8-12;Pasadena;TX;The United States;;;0
1309;186;Vince;Petherbridge;;1939-1-13;New Bedford;MA;The United States;;;0
1310;186;Jason;Edenborough;;1939-12-5;Langley Park;MD;The United States;;;0
1311;186;Henry;Doolan;;1939-7-17;Aplington;IA;The United States;;;0
1312;186;Norbert;McGrewar;;1939-6-8;Durham;NC;The United States;;;0
1313;186;Rolandas;Setkus;;1940-4-20;Ariogala;KAU;Lithuania;;;0
1314;186;Forrest;Waters;;1939-6-11;Spring;TX;The United States;;;0
1315;186;Mike;Green;;1939-7-6;San Antonio;TX;The United States;;;0
1316;186;Franklin;McCarthy;;1939-11-5;Delavan;WI;The United States;;;0
1317;186;Don;Hillin;;1939-9-6;Jackson;MS;The United States;;;0
1318;186;Ken;Moynes;;1945-11-19;Arkoma;OK;The United States;;;0
1319;186;Larry;O'Cahan;;1939-12-10;McNair;VA;The United States;;;0
1320;187;Jonas;Swerts;;1940-10-20;Hoeselt;LIM;Belgium;;;0
1321;187;Douglas;Johnsson;;1939-10-22;Göteborg;VäS;Belgium;;;0
1322;187;Simon;Ljunggren;;1939-2-18;Skövde;VäS;Sweden;;;0
1323;187;Marco;Marjamaa;;1939-9-5;Piteå;NOR;Sweden;;;0
1324;187;Markus;Bernhardsson;;1945-8-22;Kumla;ÖRE;Sweden;;;0
1325;187;Rikhard;Viinikainen;;1939-7-19;Örebro;ÖRE;Sweden;;;0
1326;187;Joel;Bäck;;1939-8-7;Stockholm;STO;Sweden;;;0
1327;187;John;Petersson;;1947-2-12;Värmdö;STO;Sweden;;;0
1328;187;Bengt;Nordquist;;1939-8-26;Södertälje;STO;Sweden;;;0
1329;187;Thibaut;De Pauw;;1941-2-26;Kortrijk;WES;Belgium;;;0
1330;187;Martin;Legrand;;1939-6-1;Momignies;HAI;Belgium;;;0
1331;187;Nathan;Moerman;;1945-12-19;Roeselare;WES;Belgium;;;0
1332;187;Luka;Dethier;;1939-2-24;Namur;NAM;Belgium;;;0
1333;188;Tobias;Svensson;;1939-9-13;Ekerö;STO;Bulgaria;;;0
1334;188;Vasil;Dimitrov;;1939-8-31;Sofia;SOF;Bulgaria;;;0
1335;188;Oskar;Östergren;;1939-2-6;Västerås;VäS;Sweden;;;0
1336;188;Anton;Vikström;;1939-7-3;Göteborg;VäS;Sweden;;;0
1337;188;Adrian;Hedenström;;1939-9-3;Trelleborg;SKå;Sweden;;;0
1338;188;Hampus;Lindholm;;1939-8-11;Uppsala;UPP;Sweden;;;0
1339;188;Göran;Egnell;;1939-1-29;Örebro;ÖRE;Sweden;;;0
1340;188;Andy;Greer;;1939-12-17;Hayesville;OR;The United States;;;0
1341;188;Tor;Gidlund;;1947-3-30;Kalix;NOR;Sweden;;;0
1342;188;Jonas;Engstrand;;1939-7-25;Falun;DAL;Sweden;;;0
1343;188;Viktor;Tzvetkov;;1939-12-6;Ruse;RUS;Bulgaria;;;0
1344;189;Anatoly;Melentiyev;;1939-12-23;Aktau;MAN;Kazakhstan;;;0
1345;189;Calle;Jönsson;;1939-6-14;Göteborg;VäS;Kazakhstan;;;0
1346;189;Gösta;Håkansson;;1943-10-27;Farsta;STO;Sweden;;;0
1347;189;Benedikt;Hall;;1940-7-4;Stockholm;STO;Sweden;;;0
1348;189;Fredrik;Modig;;1939-7-9;Tierp;UPP;Sweden;;;0
1349;189;Andreas;Pettersson;;1939-11-10;Sundsvall;VäS;Sweden;;;0
1350;189;Henrik;Hedström;;1939-1-25;Heby;UPP;Sweden;;;0
1351;189;Olof;Gavelin;;1941-10-23;Växjö;KRO;Sweden;;;0
1352;189;Oscar;Sjödin;;1939-3-23;Växjö;KRO;Sweden;;;0
1353;189;Joel;Larsson;;1945-7-31;Stockholm;STO;Sweden;;;0
1354;189;Daniil;Kozlov;;1947-3-26;Almaty;ALM;Kazakhstan;;;0
1355;189;Yevgeny;Ivannikov;;1941-4-27;Leninskoye;ONT;Kazakhstan;;;0
1356;189;Pyotr;Yanushko;;1944-3-19;Shymkent;ONT;Kazakhstan;;;0
1357;189;Yakov;Gritsenko;;1940-4-8;Akmechet;KYZ;Kazakhstan;;;0
1358;190;Gustaf;Olsson;;1939-1-9;Göteborg;VäS;China;;;0
1359;190;André;Wiklund;;1939-12-4;Linköping;ÖST;China;;;0
1360;190;Kevin;Palm;;1939-5-15;Stockholm;STO;Sweden;;;0
1361;190;Albin;Jansson;;1942-3-29;Gävle;GäV;Sweden;;;0
1362;190;Tom;Winqvist;;1939-3-2;Västerås;VäS;Sweden;;;0
1363;190;Carl;Gerdin;;1939-5-8;Stockholm;STO;Sweden;;;0
1364;190;Arvid;Jansson;;1939-1-30;Katrineholm;SöD;Sweden;;;0
1365;190;Tim;Bergsten;;1941-4-24;Järfälla;STO;Sweden;;;0
1366;190;Filip;Axelsson;;1939-2-21;Strängnäs;SöD;Sweden;;;0
1367;190;Dong;Lijin;;1940-9-10;Jinzhou;LIA;China;;;0
1368;190;Zhang;Xingchen;;1942-12-23;Zhaoqing;GUA;China;;;0
1369;190;Dong;Jiashu;;1939-11-29;Maoming;GUA;China;;;0
1370;190;Robin;Bäck;;1939-8-3;Umeå;VäS;Sweden;;;0
1371;191;Rikard;Moberg;;1939-6-14;Göteborg;VäS;South Korea;;;0
1372;191;I;Min-jun;;1939-1-31;Yongin;GYE;South Korea;;;0
1373;191;Elias;Sjögren;;1939-4-16;Göteborg;VäS;Sweden;;;0
1374;191;Marcus;Andersson;;1941-10-4;Nacka;STO;Sweden;;;0
1375;191;Tony;Thomas;;1948-12-10;Bergenfield;NJ;The United States;;;0
1376;191;Lukas;Eriksson;;1939-1-31;Stockholm;STO;Sweden;;;0
1377;191;Andreas;Karlsson;;1939-3-23;Stockholm;STO;Sweden;;;0
1378;191;Michael;Starling;;1939-8-19;Yorkville;IL;The United States;;;0
1379;191;David;Berggren;;1939-1-5;Helsingborg;SKå;Sweden;;;0
1380;191;Mun;Jun-ho;;1945-7-23;Yeongdong;CHU;South Korea;;;0
1381;191;Cha;Yeong-hwan;;1940-4-7;Namyangju;GYE;South Korea;;;0
1382;191;Gabriel;Johansson;;1939-8-21;Stockholm;STO;Sweden;;;0
1383;191;Gim;Seon-u;;1941-7-14;Daegu;DAE;South Korea;;;0
1384;191;Gim;Yeong-cheol;;1939-2-22;Ochon;GYE;South Korea;;;0
1385;192;Olavi;Väisänen;;1939-7-8;Sundsvall;VäS;Australia;;;0
1386;192;Ludvig;Hübinette;;1939-8-15;Uppsala;UPP;Sweden;;;0
1387;192;Lukas;Edvardsson;;1939-6-12;Norrtälje;STO;Sweden;;;0
1388;192;Jacob;Nyberg;;1945-4-29;Stockholm;STO;Sweden;;;0
1389;192;Andreas;Näslund;;1939-3-7;Karlstad;VäR;Sweden;;;0
1390;192;Simon;Hallgren;;1939-8-17;Stockholm;STO;Sweden;;;0
1391;192;Magnus;Benjaminsson;;1939-5-18;Trollhättan;VäS;Sweden;;;0
1392;192;Sigvard;Andersson;;1948-5-11;Stockholm;STO;Sweden;;;0
1393;192;Christos;Broomhall;;1939-4-3;Sydney;NSW;Australia;;;0
1394;192;Rafael;Lockrey;;1948-11-23;Perth;WA;Australia;;;0
1395;192;Jason;Harris;;1939-10-21;Perth;WA;Australia;;;0
1396;192;Sebastian;Muirhead;;1939-8-19;Sydney;NSW;Australia;;;0
1397;19;Doug;Storey;;1939-11-10;Georgetown;ON;Canada;;;0
1398;-1;Tony;Carroll;;1943-3-10;Brooklyn;NY;The United States;;;0
